time,position
1.56,-0.03146907216494843
1.58,-0.021469072164948422
1.6,-0.021469072164948422
1.62,-0.011469072164948413
1.64,-0.001469072164948515
1.66,0.008530927835051494
1.68,0.018530927835051503
1.7,0.018530927835051503
1.72,0.02853092783505151
1.74,0.02853092783505151
1.76,0.02853092783505151
1.78,0.018530927835051503
1.8,0.018530927835051503
1.82,0.008530927835051494
1.84,-0.001469072164948515
1.86,-0.001469072164948515
1.88,-0.011469072164948413
1.9,-0.021469072164948422
1.92,-0.021469072164948422
1.94,-0.03146907216494843
1.96,-0.03146907216494843
1.98,-0.021469072164948422
2.0,-0.021469072164948422
2.02,-0.011469072164948413
2.04,-0.001469072164948515
2.06,-0.001469072164948515
2.08,0.008530927835051494
2.1,0.018530927835051503
2.12,0.018530927835051503
2.14,0.02853092783505151
2.16,0.02853092783505151
2.18,0.02853092783505151
2.2,0.018530927835051503
2.22,0.018530927835051503
2.24,0.008530927835051494
2.26,-0.001469072164948515
2.28,-0.001469072164948515
2.3,-0.011469072164948413
2.32,-0.021469072164948422
2.34,-0.021469072164948422
2.36,-0.03146907216494843
2.38,-0.03146907216494843
2.4,-0.021469072164948422
2.42,-0.021469072164948422
2.44,-0.011469072164948413
2.46,-0.011469072164948413
2.48,-0.001469072164948515
2.5,0.008530927835051494
2.52,0.018530927835051503
2.54,0.018530927835051503
2.56,0.02853092783505151
2.58,0.02853092783505151
2.6,0.02853092783505151
2.62,0.018530927835051503
2.64,0.018530927835051503
2.66,0.008530927835051494
2.68,-0.001469072164948515
2.7,-0.001469072164948515
2.72,-0.011469072164948413
2.74,-0.021469072164948422
2.76,-0.021469072164948422
2.78,-0.021469072164948422
2.8,-0.021469072164948422
2.82,-0.021469072164948422
2.84,-0.011469072164948413
2.86,-0.011469072164948413
2.88,-0.001469072164948515
2.9,0.008530927835051494
2.92,0.008530927835051494
2.94,0.018530927835051503
2.96,0.018530927835051503
2.98,0.02853092783505151
3.0,0.02853092783505151
3.02,0.018530927835051503
3.04,0.018530927835051503
3.06,0.008530927835051494
3.08,0.008530927835051494
3.1,-0.001469072164948515
3.12,-0.011469072164948413
3.14,-0.011469072164948413
3.16,-0.021469072164948422
3.18,-0.021469072164948422
3.2,-0.021469072164948422
3.22,-0.021469072164948422
3.24,-0.021469072164948422
3.26,-0.021469072164948422
3.28,-0.011469072164948413
3.3,-0.001469072164948515
3.32,0.008530927835051494
3.34,0.008530927835051494
3.36,0.018530927835051503
3.38,0.018530927835051503
3.4,0.02853092783505151
3.42,0.02853092783505151
3.44,0.018530927835051503
3.46,0.018530927835051503
3.48,0.008530927835051494
3.5,0.008530927835051494
3.52,-0.001469072164948515
3.54,-0.011469072164948413
3.56,-0.011469072164948413
3.58,-0.021469072164948422
3.6,-0.021469072164948422
3.62,-0.021469072164948422
3.64,-0.021469072164948422
3.66,-0.021469072164948422
3.68,-0.011469072164948413
3.7,-0.011469072164948413
3.72,-0.001469072164948515
3.74,0.008530927835051494
3.76,0.008530927835051494
3.78,0.018530927835051503
3.8,0.018530927835051503
3.82,0.018530927835051503
3.84,0.018530927835051503
3.86,0.018530927835051503
3.88,0.018530927835051503
3.9,0.008530927835051494
3.92,-0.001469072164948515
3.94,-0.001469072164948515
3.96,-0.011469072164948413
3.98,-0.011469072164948413
4.0,-0.021469072164948422
4.02,-0.021469072164948422
4.04,-0.021469072164948422
4.06,-0.021469072164948422
4.08,-0.021469072164948422
4.1,-0.011469072164948413
4.12,-0.011469072164948413
4.14,-0.001469072164948515
4.16,0.008530927835051494
4.18,0.018530927835051503
4.2,0.018530927835051503
4.22,0.018530927835051503
4.24,0.02853092783505151
4.26,0.018530927835051503
4.28,0.018530927835051503
4.3,0.018530927835051503
4.32,0.008530927835051494
4.34,0.008530927835051494
4.36,-0.001469072164948515
4.38,-0.011469072164948413
4.4,-0.011469072164948413
4.42,-0.021469072164948422
4.44,-0.021469072164948422
4.46,-0.021469072164948422
4.48,-0.021469072164948422
4.5,-0.021469072164948422
4.52,-0.011469072164948413
4.54,-0.011469072164948413
4.56,-0.001469072164948515
4.58,0.008530927835051494
4.6,0.008530927835051494
4.62,0.018530927835051503
4.64,0.018530927835051503
4.66,0.018530927835051503
4.68,0.018530927835051503
4.7,0.018530927835051503
4.72,0.008530927835051494
4.74,0.008530927835051494
4.76,-0.001469072164948515
4.78,-0.001469072164948515
4.8,-0.011469072164948413
4.82,-0.011469072164948413
4.84,-0.021469072164948422
4.86,-0.021469072164948422
4.88,-0.021469072164948422
4.9,-0.021469072164948422
4.92,-0.011469072164948413
4.94,-0.011469072164948413
4.96,-0.001469072164948515
4.98,-0.001469072164948515
5.0,0.008530927835051494
5.02,0.018530927835051503
5.04,0.018530927835051503
5.06,0.018530927835051503
5.08,0.018530927835051503
5.1,0.018530927835051503
5.12,0.018530927835051503
5.14,0.008530927835051494
5.16,0.008530927835051494
5.18,-0.001469072164948515
5.2,-0.001469072164948515
5.22,-0.011469072164948413
5.24,-0.021469072164948422
5.26,-0.021469072164948422
5.28,-0.021469072164948422
5.3,-0.021469072164948422
5.32,-0.021469072164948422
5.34,-0.011469072164948413
5.36,-0.011469072164948413
5.38,-0.001469072164948515
5.4,-0.001469072164948515
5.42,0.008530927835051494
5.44,0.008530927835051494
5.46,0.018530927835051503
5.48,0.018530927835051503
5.5,0.018530927835051503
5.52,0.018530927835051503
5.54,0.018530927835051503
5.56,0.008530927835051494
5.58,0.008530927835051494
5.6,-0.001469072164948515
5.62,-0.001469072164948515
5.64,-0.011469072164948413
5.66,-0.011469072164948413
5.68,-0.021469072164948422
5.7,-0.021469072164948422
5.72,-0.021469072164948422
5.74,-0.011469072164948413
5.76,-0.011469072164948413
5.78,-0.011469072164948413
5.8,-0.001469072164948515
5.82,0.008530927835051494
5.84,0.008530927835051494
5.86,0.018530927835051503
5.88,0.018530927835051503
5.9,0.018530927835051503
5.92,0.018530927835051503
5.94,0.018530927835051503
5.96,0.018530927835051503
5.98,0.008530927835051494
6.0,0.008530927835051494
6.02,-0.001469072164948515
6.04,-0.011469072164948413
6.06,-0.011469072164948413
6.08,-0.021469072164948422
6.1,-0.021469072164948422
6.12,-0.021469072164948422
6.14,-0.021469072164948422
6.16,-0.021469072164948422
6.18,-0.011469072164948413
6.2,-0.011469072164948413
6.22,-0.001469072164948515
6.24,0.008530927835051494
6.26,0.008530927835051494
6.28,0.018530927835051503
6.3,0.018530927835051503
6.32,0.018530927835051503
