frequency,amplitude
0.0,1.099120794378905e-14
0.07288629737609323,0.22797352675759744
0.14577259475218646,0.09049102917586978
0.21865889212827969,0.15210299391720467
0.2915451895043729,0.18508222180001221
0.3644314868804661,0.08163925036393853
0.43731778425655937,0.17504971748503492
0.5102040816326526,0.16577900485164554
0.5830903790087458,0.14802027123242598
0.655976676384839,0.11149483798134352
0.7288629737609322,0.12380208693371349
0.8017492711370255,0.20257547173820667
0.8746355685131187,0.21302502751488653
0.947521865889212,0.22025058537292191
1.0204081632653053,0.3197337440172453
1.0932944606413983,0.32231774416856146
1.1661807580174917,0.41774702059507673
1.239067055393585,0.6190294860042861
1.311953352769678,1.4588364370727802
1.3848396501457714,8.685667520036203
1.4577259475218645,0.9922976032124211
1.5306122448979578,0.5462116621150879
1.603498542274051,0.3573580311580031
1.6763848396501442,0.32259814735459263
1.7492711370262375,0.2139658959103298
1.8221574344023308,0.14681998681740882
1.895043731778424,0.10892793933820945
1.9679300291545172,0.1407624268550607
2.0408163265306105,0.11120740223944738
2.1137026239067036,0.0711973809450773
2.1865889212827967,0.04530300626987192
2.2594752186588902,0.13396348364246505
2.3323615160349833,0.1115862463104459
2.4052478134110764,0.3167360831798637
2.47813411078717,0.21735011963804893
2.551020408163263,0.15628775616188775
2.623906705539356,0.07514539866278387
2.6967930029154497,0.0380490349248352
2.7696793002915427,0.08118717391008956
2.842565597667636,0.08305586607990365
2.915451895043729,0.059573449247300465
2.9883381924198225,0.06570675088641895
3.0612244897959155,0.04719101004832365
3.1341107871720086,0.09865484906224302
3.206997084548102,0.033553605518560174
3.2798833819241953,0.03632931816026672
3.3527696793002884,0.08228346572669974
3.425655976676382,0.037980239935226895
3.498542274052475,0.032441760517814514
3.571428571428568,0.05414882815731503
3.6443148688046616,0.029912592666851978
3.7172011661807547,0.050046753520647004
3.790087463556848,0.004193139474480349
3.8629737609329413,0.038982295854146545
3.9358600583090344,0.0318435851935863
4.008746355685128,0.09325515846845159
4.081632653061221,0.18531133421922208
4.154518950437314,0.1475446684353358
4.227405247813407,0.14278532676318212
4.3002915451895,0.09726453727519616
4.373177842565593,0.029816809990990723
4.446064139941687,0.09791296427560565
4.5189504373177805,0.03782140931912805
4.5918367346938735,0.02269670118152547
4.664723032069967,0.0934975528577778
4.73760932944606,0.015397800247854474
4.810495626822153,0.09042302181893176
4.883381924198246,0.06381037507455552
4.95626822157434,0.08794897763204385
5.029154518950433,0.040309581331452085
5.102040816326526,0.017420574240995725
5.174927113702619,0.042079044917067134
5.247813411078712,0.05024624804569146
5.320699708454805,0.027034138434901527
5.393586005830899,0.08566356688438774
5.466472303206992,0.10834883699107173
5.5393586005830855,0.13360294724057037
5.612244897959179,0.07476313230435931
5.685131195335272,0.07054120108033192
5.758017492711365,0.09112652460127617
5.830903790087458,0.06585930687030844
5.903790087463552,0.0781482459467319
5.976676384839645,0.042260739235398685
6.049562682215738,0.07688563499543712
6.122448979591831,0.009628663300774002
6.195335276967924,0.06276331880179843
6.268221574344017,0.05650299484025916
6.341107871720111,0.014053786603611586
6.413994169096204,0.06153205833965859
6.486880466472297,0.017557472652975484
6.5597667638483905,0.049339314737027434
6.632653061224484,0.07817124946591592
6.705539358600577,0.08326148407000583
6.778425655976671,0.11867634972683426
6.851311953352764,0.2222924159766731
6.924198250728857,0.15640780300012017
