frequency,amplitude
0.0,1.5765166949677223e-14
0.11037527593819096,0.09587285026156186
0.22075055187638193,0.08248246805324545
0.3311258278145729,0.06493363058608995
0.44150110375276386,0.04801486799646901
0.5518763796909548,0.09279125168734598
0.6622516556291458,0.06329620354248336
0.7726269315673367,0.10611383734346519
0.8830022075055277,0.13948438056903936
0.9933774834437187,0.12598737389873602
1.1037527593819096,0.13935907649866883
1.2141280353201007,0.19783586497008776
1.3245033112582916,0.22221881109724512
1.4348785871964824,0.12117343653509223
1.5452538631346735,0.16476343177332772
1.6556291390728646,0.13385210047734789
1.7660044150110554,0.2198621350656041
1.8763796909492463,0.23657219671791593
1.9867549668874374,0.28082829447901747
2.0971302428256284,0.4441530990349095
2.2075055187638193,0.660887435348513
2.31788079470201,1.6198049092769489
2.4282560706402014,4.151226043862243
2.5386313465783923,0.8086815976761722
2.649006622516583,0.5479988453063355
2.759381898454774,0.3864179294219268
2.869757174392965,0.2911044776741129
2.980132450331156,0.2562231705777628
3.090507726269347,0.1845164639233847
3.200883002207538,0.11674377918916881
3.311258278145729,0.14424188589555847
3.42163355408392,0.19525773577600414
3.532008830022111,0.13616385626998523
3.6423841059603017,0.14729108270426328
3.7527593818984926,0.060203992009114214
3.863134657836684,0.09995657636813073
3.9735099337748747,0.08388300311351406
4.083885209713066,0.04642228224225917
4.194260485651257,0.08655341315630698
4.304635761589448,0.11742619212754155
4.415011037527639,0.04975406129050962
4.525386313465829,0.056257644470793906
4.63576158940402,0.10931070570960891
4.746136865342211,0.03895532685740335
4.856512141280403,0.059538153280568225
4.966887417218594,0.02344767598116041
5.077262693156785,0.01565526824379398
5.187637969094975,0.1114235230783965
5.298013245033166,0.05323198926705273
5.408388520971357,0.04416042866061516
5.518763796909548,0.11388205651243107
5.629139072847739,0.07766607316125428
5.73951434878593,0.056261301900631014
5.849889624724121,0.07190539248859075
5.960264900662312,0.09296076396834019
6.070640176600503,0.05006358669501331
6.181015452538694,0.038247955645507314
6.291390728476885,0.06662407059070506
6.401766004415076,0.07817455117600698
6.512141280353267,0.03789424448859002
6.622516556291458,0.08790916274356546
6.732891832229649,0.08202301396036418
6.84326710816784,0.06174478144674441
6.953642384106031,0.07375055346042038
7.064017660044222,0.166668100529214
7.174392935982413,0.030180745093570705
7.284768211920603,0.0407889958153278
7.395143487858794,0.11521419307560501
7.505518763796985,0.09138918443434964
7.615894039735177,0.06592118132979598
7.726269315673368,0.043691191644077886
7.836644591611559,0.03230385082462317
7.947019867549749,0.003483652026829497
8.057395143487941,0.06632829223264998
8.167770419426132,0.0313688468994063
8.278145695364323,0.019736736501814574
8.388520971302514,0.0736459185853447
8.498896247240705,0.02637986038584971
8.609271523178895,0.023673241101811546
8.719646799117086,0.058562926606833564
8.830022075055277,0.03783562517581431
8.940397350993468,0.035019121367357596
9.050772626931659,0.016745839451082514
9.16114790286985,0.0664880838379275
9.27152317880804,0.07576746804256515
9.381898454746231,0.01434847199612611
9.492273730684422,0.136390330150693
9.602649006622613,0.06171281745783244
9.713024282560806,0.11368134208121619
9.823399558498997,0.05601468454983693
9.933774834437187,0.05932303812582759
10.044150110375378,0.08875628186737956
10.15452538631357,0.04799508071335223
10.26490066225176,0.05015871093858599
10.37527593818995,0.03248879640195316
10.485651214128142,0.07897751822534571
10.596026490066333,0.02649561441877364
10.706401766004523,0.02898526029274269
10.816777041942714,0.10697450159742969
10.927152317880905,0.08532850908857216
11.037527593819096,0.0626806098381462
11.147902869757287,0.007531546197311165
