"time","position"
0.000,0.57
0.020,0.57
0.040,0.57
0.060,0.57
0.080,0.57
0.100,0.57
0.120,0.57
0.140,0.57
0.160,0.57
0.180,0.57
0.200,0.57
0.220,0.57
0.240,0.57
0.260,0.57
0.280,0.57
0.300,0.57
0.320,0.57
0.340,0.57
0.360,0.57
0.380,0.57
0.400,0.57
0.420,0.57
0.440,0.57
0.460,0.57
0.480,0.57
0.500,0.57
0.520,0.57
0.540,0.57
0.560,0.57
0.580,0.57
0.600,0.57
0.620,0.57
0.640,0.57
0.660,0.57
0.680,0.57
0.700,0.57
0.720,0.57
0.740,0.57
0.760,0.57
0.780,0.57
0.800,0.57
0.820,0.57
0.840,0.57
0.860,0.57
0.880,0.57
0.900,0.57
0.920,0.57
0.940,0.57
0.960,0.57
0.980,0.57
1.000,0.57
1.020,0.57
1.040,0.57
1.060,0.57
1.080,0.57
1.100,0.57
1.120,0.57
1.140,0.58
1.160,0.58
1.180,0.59
1.200,0.59
1.220,0.60
1.240,0.60
1.260,0.60
1.280,0.60
1.300,0.60
1.320,0.60
1.340,0.59
1.360,0.58
1.380,0.57
1.400,0.55
1.420,0.54
1.440,0.53
1.460,0.52
1.480,0.51
1.500,0.51
1.520,0.51
1.540,0.51
1.560,0.52
1.580,0.53
1.600,0.54
1.620,0.56
1.640,0.57
1.660,0.59
1.680,0.60
1.700,0.61
1.720,0.62
1.740,0.62
1.760,0.62
1.780,0.62
1.800,0.62
1.820,0.61
1.840,0.60
1.860,0.59
1.880,0.58
1.900,0.57
1.920,0.57
1.940,0.56
1.960,0.56
1.980,0.56
2.000,0.56
2.020,0.56
2.040,0.57
2.060,0.57
2.080,0.57
2.100,0.57
2.120,0.57
2.140,0.57
2.160,0.57
2.180,0.57
2.200,0.56
2.220,0.55
2.240,0.55
2.260,0.54
2.280,0.53
2.300,0.53
2.320,0.53
2.340,0.53
2.360,0.53
2.380,0.54
2.400,0.55
2.420,0.56
2.440,0.58
2.460,0.59
2.480,0.60
2.500,0.61
2.520,0.62
2.540,0.63
2.560,0.63
2.580,0.63
2.600,0.62
2.620,0.62
2.640,0.61
2.660,0.60
2.680,0.58
2.700,0.57
2.720,0.56
2.740,0.55
2.760,0.54
2.780,0.54
2.800,0.53
2.820,0.53
2.840,0.54
2.860,0.54
2.880,0.55
2.900,0.55
2.920,0.56
2.940,0.56
2.960,0.57
2.980,0.57
3.000,0.57
3.020,0.57
3.040,0.57
3.060,0.57
3.080,0.57
3.100,0.56
3.120,0.56
3.140,0.56
3.160,0.56
3.180,0.56
3.200,0.56
3.220,0.57
3.240,0.58
3.260,0.59
3.280,0.59
3.300,0.60
3.320,0.61
3.340,0.61
3.360,0.62
3.380,0.62
3.400,0.62
3.420,0.61
3.440,0.60
3.460,0.59
3.480,0.58
3.500,0.57
3.520,0.56
3.540,0.54
3.560,0.53
3.580,0.53
3.600,0.52
3.620,0.52
3.640,0.52
3.660,0.53
3.680,0.53
3.700,0.54
3.720,0.55
3.740,0.56
3.760,0.57
3.780,0.58
3.800,0.59
3.820,0.59
3.840,0.59
3.860,0.60
